Unnamed: 0,NAME,TEAM,POS,NAT,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,FOULS,FOULED,TACKLES ATT/WON,AERIALS ATT/WON,DUELS ATT/WON,CLEAR,ERR CHANCE,ERR GOAL,POSS LOST,OFFSIDE,TOUCHES,INTERCEP,RECOV,LAST MAN TACKLE,PASSES,PASS COMP %,FINAL THIRD,LONG BALL,PEN,SHOTS,ON TARGET,BLOCKED,DRIBBLES,TOUCHES IN BOX,BIG CHANCE,CROSSES,SAVES,GOALS CON,PEN CON,PEN SAVE,DECISIVE,FIRST,EQUALISER,PEN WON,RATING,MATCH_ID
,C. Jones,Liverpool,M,,England,17,-,-,-,-,-,1,0/0,0/0,0/1,-,-,-,5,-,15,-,1,-,6,67%,2,-,-,1,1,-,-,1,-,1,-,-,-,-,-,-,-,-,6.0,3356656
,C. Gakpo,Liverpool,F,,Netherlands,17,-,-,-,-,-,1,0/0,1/1,0/3,-,-,-,2,2,12,-,-,-,8,88%,5,1,-,-,-,-,1,2,-,1,-,-,-,-,-,-,-,-,5.9,3356656
,J. Gomez,Liverpool,D,,England,1,-,-,-,-,-,-,1/1,0/0,2/1,-,-,-,-,-,6,-,-,-,3,100%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356656
,E. Martínez,Aston Villa,GK,,Argentina,90,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,8,-,44,-,6,-,36,81%,5,16,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,6.2,3356652
,E. Konsa,Aston Villa,DR,,England,90,-,-,-,-,-,-,0/0,1/1,0/1,3,-,-,7,-,84,-,4,-,71,93%,23,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.5,3356652
,D.Carlos,Aston Villa,DCR,,Brazil,90,-,-,-,-,2,-,1/0,2/1,5/2,1,-,-,7,-,71,-,4,-,67,90%,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.8,3356652
,Pau Torres,Aston Villa,DCL,,Spain,90,-,-,-,-,-,-,1/1,1/1,4/3,1,-,-,10,-,83,-,2,-,77,88%,19,6,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,6.3,3356652
,L. Digne,Aston Villa,DL,,France,84,-,-,1,-,-,-,3/2,2/1,9/4,2,-,-,8,-,63,2,1,-,43,93%,14,3,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,6.3,3356652
,A. Onana,Aston Villa,DMCR,,Belgium,90,-,-,-,-,1,-,6/4,0/0,10/6,3,-,-,6,-,71,2,4,-,55,91%,11,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.2,3356652
,Y. Tielemans,Aston Villa,DMCL,,Belgium,84,-,-,-,-,3,3,0/0,1/1,9/5,2,-,-,6,-,62,1,5,-,50,90%,24,5,-,1,-,-,1,1,1,1,-,-,-,-,-,-,-,-,7.2,3356652
,L. Bailey,Aston Villa,AMR,,Jamaica,64,-,1,-,-,3,1,0/0,1/1,7/2,1,-,-,11,-,39,-,4,-,30,83%,21,2,-,-,-,-,-,2,1,1,-,-,-,-,-,-,-,-,6.7,3356652
,M. Rogers,Aston Villa,AMC,,England,64,1,-,-,-,3,1,0/0,0/0,12/2,-,-,-,12,-,34,-,1,-,19,84%,9,2,-,2,1,-,1,7,-,-,-,-,-,-,-,-,1,-,7.1,3356652
,J. Ramsey,Aston Villa,AML,,England,90,-,-,-,-,-,1,1/0,1/0,6/4,1,-,-,5,1,51,-,2,-,43,91%,24,1,-,1,-,-,2,2,-,-,-,-,-,-,-,-,-,-,6.4,3356652
,O. Watkins,Aston Villa,S,,England,84,1,1,-,-,1,1,0/0,6/1,12/2,-,-,-,11,-,33,-,2,-,22,86%,15,-,-,1,1,-,-,5,-,-,-,-,-,-,-,-,-,-,7.5,3356652
,J. Philogene,Aston Villa,M,,England,26,-,-,-,-,1,2,1/0,1/0,6/3,-,-,-,1,-,11,-,-,-,6,100%,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.9,3356652
,J. Durán,Aston Villa,F,,Colombia,26,-,-,-,-,-,1,1/1,1/0,4/2,2,-,-,1,-,11,-,-,-,4,100%,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.8,3356652
,R. Barkley,Aston Villa,M,,England,6,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,4,-,8,-,2,-,6,50%,2,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356652
,E. Buendía,Aston Villa,M,,Argentina,6,-,-,-,-,-,-,1/1,0/0,0/1,-,-,-,2,-,9,-,-,-,5,80%,4,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356652
,I. Maatsen,Aston Villa,D,,Netherlands,6,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,2,-,10,-,1,-,8,75%,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356652
,A. Muric,Ipswich,GK,,Kosovo,90,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,6,-,28,-,4,-,25,76%,4,9,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,5.7,3356652
,A. Tuanzebe,Ipswich,DR,,DR Congo,90,-,-,1,-,2,-,2/1,3/2,8/4,1,-,-,7,-,49,1,2,-,33,85%,8,1,-,2,-,1,-,3,-,-,-,-,-,-,-,-,-,-,6.0,3356652
,D. O'Shea,Ipswich,DCR,,Republic of Ireland,90,-,-,-,-,-,1,3/0,6/6,0/9,3,-,-,10,-,68,-,2,-,58,83%,8,7,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,5.9,3356652
,J. Greaves,Ipswich,DCL,,England,90,-,-,1,-,-,-,1/1,4/1,5/2,6,-,1,5,-,74,2,2,-,63,94%,6,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.9,3356652
,L. Davis,Ipswich,DL,,England,90,-,-,-,-,1,2,1/0,0/0,6/3,1,-,-,17,-,57,1,10,-,33,85%,13,3,-,1,-,-,-,1,3,11,-,-,-,-,-,-,-,-,7.8,3356652
,Sam Morsy,Ipswich,DMCR,,Egypt,90,-,-,1,-,6,2,3/2,0/0,13/6,-,-,-,3,-,63,1,8,-,52,96%,10,2,-,2,-,1,1,-,-,-,-,-,-,-,-,-,-,-,6.6,3356652
,K. Phillips,Ipswich,DMCL,,England,69,-,-,-,-,-,4,3/1,0/0,8/7,1,-,-,9,-,56,1,5,-,44,82%,10,7,-,1,1,-,-,-,-,1,-,-,-,-,-,-,-,-,6.4,3356652
,C. Ogbene,Ipswich,AMR,,Republic of Ireland,69,-,-,-,-,-,1,1/1,2/0,6/3,1,-,-,6,-,18,-,2,-,11,64%,6,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,5.3,3356652
,O. Hutchinson,Ipswich,AMC,,England,90,-,1,-,-,-,2,0/0,1/0,14/6,1,-,-,14,-,52,-,2,-,30,87%,11,1,-,1,-,-,4,4,1,2,-,-,-,-,-,-,-,-,7.2,3356652
,J. Clarke,Ipswich,AML,,England,90,-,1,-,-,-,-,0/0,0/0,0/0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356652
,L. Delap,Ipswich,S,,England,90,2,-,1,-,-,2,0/0,1/1,5/3,-,-,-,10,-,22,-,2,-,8,50%,4,1,-,3,3,-,1,5,-,-,-,-,-,-,1,1,1,-,8.1,3356652
,J. Taylor,Ipswich,M,,Republic of Ireland,21,-,-,-,-,1,-,0/0,0/0,0/0,-,-,-,2,-,18,-,1,-,17,88%,5,3,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,6.0,3356652
,W. Burns,Ipswich,M,,Wales,21,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,2,-,7,-,1,-,2,100%,-,-,-,1,-,1,-,1,-,1,-,-,-,-,-,-,-,-,5.8,3356652
,G. Vicario,Tottenham,GK,,Italy,90,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,2,-,54,-,9,-,44,95%,-,4,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,6.9,3356653
,Pedro Porro,Tottenham,DR,,Spain,90,-,-,1,-,2,-,1/1,0/0,5/2,3,-,-,15,-,85,-,6,-,59,80%,17,6,-,1,1,-,1,1,1,2,-,-,-,-,-,-,-,-,7.2,3356653
,C. Romero,Tottenham,DCR,,Argentina,90,-,-,-,-,1,-,1/1,3/1,7/2,2,-,-,15,-,133,2,5,-,119,90%,8,9,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,7.6,3356653
,M. van de Ven,Tottenham,DCL,,Netherlands,81,-,1,-,-,1,1,0/0,0/0,3/1,1,-,-,4,-,97,-,4,-,91,97%,7,2,-,2,-,1,-,3,1,-,-,-,-,-,-,-,-,-,7.8,3356653
,D. Udogie,Tottenham,DL,,Italy,45,-,-,-,-,-,3,1/1,1/1,8/5,-,-,-,7,-,36,2,2,-,21,90%,8,-,-,2,-,1,-,3,-,1,-,-,-,-,-,-,-,-,6.8,3356653
,D. Kulusevski,Tottenham,MCR,,Sweden,90,1,-,-,-,1,2,0/0,0/0,8/2,2,-,-,12,-,61,1,3,-,38,89%,19,1,-,2,1,1,-,5,3,2,-,-,-,-,-,-,-,-,8.9,3356653
,R. Bentancur,Tottenham,MC,,Uruguay,90,-,-,-,-,-,1,1/0,2/1,5/3,-,-,-,4,-,90,2,8,-,82,96%,18,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,7.3,3356653
,J. Maddison,Tottenham,MCL,,England,77,-,-,-,-,2,6,0/0,0/0,10/6,-,-,-,11,-,69,1,2,-,53,89%,20,4,-,3,2,1,-,5,-,3,-,-,-,-,-,-,-,-,6.5,3356653
,B. Johnson,Tottenham,WR,,Wales,76,1,-,1,-,2,-,1/1,0/0,3/1,1,-,-,9,-,42,1,3,-,28,82%,17,-,-,3,1,1,-,9,-,1,-,-,-,-,1,1,-,-,7.3,3356653
,D. Solanke,Tottenham,S,,England,90,1,-,-,-,3,1,0/0,3/2,11/5,3,-,-,7,1,36,-,2,-,17,88%,8,-,-,4,3,1,2,7,-,1,-,-,-,-,-,-,-,-,7.6,3356653
,T. Werner,Tottenham,WL,,Germany,77,-,-,-,-,-,-,0/0,0/0,7/2,-,-,-,18,-,53,-,4,-,31,71%,17,2,-,2,2,-,2,7,-,3,-,-,-,-,-,-,-,-,6.4,3356653
,D. Spence,Tottenham,D,,England,45,-,-,1,-,1,-,1/1,0/0,4/1,1,-,-,6,-,27,2,2,-,18,83%,5,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,6.6,3356653
,P. Sarr,Tottenham,M,,Senegal,13,-,1,-,-,-,-,0/0,0/0,0/0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356653
,R. Drăgușin,Tottenham,D,,Romania,9,-,-,-,-,-,-,0/0,2/1,2/1,1,-,-,2,-,10,-,1,-,9,78%,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356653
,L. Bergvall,Tottenham,M,,Sweden,13,-,-,-,-,1,-,1/1,1/1,5/3,-,-,-,4,-,18,-,1,-,12,75%,3,1,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,-,,3356653
,M. Moore,Tottenham,F,,England,14,-,-,-,-,-,1,0/0,0/0,2/1,-,-,-,1,-,5,-,-,-,1,100%,1,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,,3356653
,A. Onana,Man Utd,GK,,Cameroon,90,-,-,-,-,-,-,0/0,0/0,0/0,1,-,-,11,-,45,-,11,-,26,62%,6,17,-,-,-,-,-,-,-,-,7,3,-,-,-,-,-,-,6.9,3356653
,N. Mazraoui,Man Utd,DR,,Morocco,90,-,-,1,-,2,-,5/2,1/0,9/5,3,-,-,10,-,65,1,9,-,47,81%,10,8,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,5.5,3356653
,M. de Ligt,Man Utd,DCR,,Netherlands,90,-,-,-,-,1,1,1/0,1/1,4/3,1,-,-,8,-,49,1,2,-,36,81%,4,4,-,1,-,-,-,3,-,1,-,-,-,-,-,-,-,-,5.2,3356653
,L. Martínez,Man Utd,DCL,,Argentina,90,-,-,1,-,2,1,0/0,3/2,8/3,4,-,-,7,-,66,7,6,-,46,89%,9,9,-,4,1,2,-,3,-,1,-,-,-,-,-,-,-,-,6.4,3356653
,D. Dalot,Man Utd,DL,,Portugal,90,-,-,1,-,1,-,3/2,1/1,5/4,2,-,-,14,-,60,4,7,-,47,74%,15,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.9,3356653
,K. Mainoo,Man Utd,DMCR,,England,45,-,-,-,-,-,-,2/2,0/0,0/2,1,-,-,4,-,25,-,1,-,17,76%,5,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,5.8,3356653
,M. Ugarte,Man Utd,DMCL,,Uruguay,73,-,-,1,-,3,2,4/2,0/0,9/6,3,-,-,3,-,37,-,3,-,25,92%,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.0,3356653
,A. Garnacho,Man Utd,AMR,,Argentina,90,-,-,-,-,-,1,1/1,1/0,9/3,-,-,-,19,-,50,1,2,-,29,76%,15,3,-,3,-,2,1,6,-,4,-,-,-,-,-,-,-,-,6.0,3356653
,B. Fernandes,Man Utd,AMC,,Portugal,41,-,-,-,1,2,-,0/0,0/0,0/0,-,-,-,7,-,29,2,1,-,23,78%,8,4,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,5.1,3356653
,M. Rashford,Man Utd,AML,,England,73,-,-,-,-,-,2,2/1,0/0,6/5,1,-,-,9,1,32,1,1,-,20,70%,6,1,-,-,-,-,1,2,-,3,-,-,-,-,-,-,-,-,5.9,3356653
,J. Zirkzee,Man Utd,S,,Netherlands,45,-,-,-,-,1,1,1/0,2/1,5/3,-,-,-,7,-,19,-,4,-,11,73%,5,-,-,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,6.0,3356653
,Casemiro,Man Utd,M,,Brazil,45,-,-,-,-,1,1,3/3,1/1,7/5,-,-,-,9,-,42,-,3,-,30,83%,13,1,-,2,-,-,-,5,-,3,-,-,-,-,-,-,-,-,6.3,3356653
,C. Eriksen,Man Utd,M,,Denmark,17,-,-,-,-,-,-,1/0,1/0,3/1,-,-,-,5,-,27,-,1,-,16,88%,9,2,-,-,-,-,-,1,-,5,-,-,-,-,-,-,-,-,5.9,3356653
,M. Mount,Man Utd,M,,England,40,-,-,1,-,2,1,2/0,2/0,7/3,-,-,-,6,-,17,-,1,-,9,56%,4,2,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,5.0,3356653
,A. Diallo,Man Utd,F,,Côte d’Ivoire,5,-,-,-,-,1,1,2/2,0/0,4/3,-,-,-,3,-,16,-,1,-,12,83%,7,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,,3356653
,R. Højlund,Man Utd,F,,Denmark,17,-,-,-,-,-,-,0/0,1/0,0/0,-,-,-,-,1,1,-,1,-,1,100%,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356653
,A. Ramsdale,Southampton,GK,,England,90,-,-,-,-,-,-,0/0,0/0,0/0,1,-,-,14,-,61,-,11,-,50,72%,10,22,-,-,-,-,-,-,-,-,3,3,-,-,-,-,-,-,5.9,3356647
,Y. Sugawara,Southampton,DR,,Japan,90,-,-,1,-,1,-,2/2,3/0,7/2,3,-,-,11,-,72,-,3,-,50,90%,6,2,-,-,-,-,-,1,-,5,-,-,-,-,-,-,-,-,6.0,3356647
,T. Harwood-Bellis,Southampton,DCR,,England,90,1,-,-,-,1,3,0/0,6/6,10/9,2,-,-,15,-,93,2,7,-,78,83%,14,8,-,2,2,-,-,2,-,1,-,-,-,-,-,-,-,-,7.2,3356647
,J. Bednarek,Southampton,DCL,,Poland,90,-,-,-,-,-,-,3/1,1/1,0/4,4,-,-,8,-,104,1,3,-,90,92%,4,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.3,3356647
,C. Taylor,Southampton,DL,,England,90,-,-,-,-,-,1,2/1,2/1,6/5,5,1,-,5,-,79,2,3,-,48,94%,7,2,-,-,-,-,1,-,-,2,-,-,-,-,-,-,-,-,6.0,3356647
,F. Downes,Southampton,DMCR,,England,90,-,-,1,-,3,3,1/0,0/0,8/4,-,-,-,4,-,83,2,3,-,73,95%,17,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.5,3356647
,L. Ugochukwu,Southampton,DMCL,,France,45,-,-,-,-,1,2,1/0,3/3,7/5,1,-,-,5,-,20,-,2,-,16,69%,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,5.8,3356647
,M. Cornet,Southampton,AMR,,Côte d’Ivoire,45,-,-,-,-,-,1,3/3,2/2,9/6,1,-,-,6,1,22,-,2,-,10,90%,2,1,-,1,-,1,-,1,-,2,-,-,-,-,-,-,-,-,6.4,3356647
,Mateus Fernandes,Southampton,AMC,,Portugal,70,-,-,1,-,-,-,0/0,0/0,0/0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356647
,R. Fraser,Southampton,AML,,Scotland,45,-,-,-,-,-,1,1/0,2/1,4/3,-,-,-,1,-,10,-,1,-,7,86%,2,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,5.5,3356647
,T. Dibling,Southampton,S,,England,76,-,-,1,-,4,2,2/1,1/0,15/5,-,-,-,19,-,43,-,3,-,19,63%,7,1,-,1,-,1,1,1,-,2,-,-,-,-,-,-,-,-,5.4,3356647
,A. Lallana,Southampton,M,,England,20,-,-,1,-,-,1,0/0,1/0,4/2,-,-,-,5,-,31,1,1,-,23,91%,10,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,6.4,3356647
,J. Aribo,Southampton,M,,Nigeria,45,-,-,-,-,-,1,1/1,0/0,9/3,-,-,-,8,-,49,-,3,-,32,94%,9,-,-,1,-,1,1,1,-,-,-,-,-,-,-,-,-,-,6.4,3356647
,Ross Stewart,Southampton,F,,Scotland,45,-,-,-,-,-,2,0/0,2/1,8/4,3,-,-,6,-,40,-,-,-,26,88%,4,1,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,6.2,3356647
,B. Brereton Díaz,Southampton,F,,Chile,45,-,-,-,-,-,-,0/0,2/1,2/1,1,-,-,8,-,24,-,-,-,19,68%,10,-,-,1,-,-,-,5,-,1,-,-,-,-,-,-,-,-,5.8,3356647
,C. Archer,Southampton,F,,England,14,-,-,-,-,-,-,0/0,0/0,0/1,-,-,-,1,-,9,-,1,-,6,100%,4,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,,3356647
,Kepa,Bournemouth,GK,,Spain,90,-,-,-,-,-,-,0/0,0/0,0/0,1,-,-,4,-,28,-,5,-,21,81%,2,11,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,6.2,3356647
,A. Smith,Bournemouth,DR,,England,90,-,-,-,-,-,-,0/0,4/2,7/3,2,-,-,12,-,55,1,4,-,35,86%,10,4,-,-,-,-,1,-,-,2,-,-,-,-,-,-,-,-,6.3,3356647
,I. Zabarnyi,Bournemouth,DCR,,Ukraine,90,-,-,-,-,2,-,3/1,2/1,7/4,2,-,-,8,-,67,-,5,-,61,87%,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.3,3356647
,M. Senesi,Bournemouth,DCL,,Argentina,90,-,-,-,-,2,1,5/2,2/1,17/9,5,-,-,16,-,81,3,9,-,60,78%,15,10,-,-,-,-,2,1,-,1,-,-,-,-,-,-,-,-,6.7,3356647
,M. Kerkez,Bournemouth,DL,,Hungary,90,-,-,1,-,1,2,0/0,2/1,8/4,2,-,-,18,-,57,1,4,-,38,76%,15,5,-,1,-,-,1,3,-,3,-,-,-,-,-,-,-,-,6.1,3356647
,L. Cook,Bournemouth,DMCR,,England,90,-,2,-,-,1,-,4/1,1/0,9/4,2,-,-,16,-,62,2,6,-,37,81%,12,5,-,1,-,1,-,1,-,6,-,-,-,-,-,-,-,-,7.8,3356647
,R. Christie,Bournemouth,DMCL,,Scotland,90,-,-,-,-,4,3,3/1,4/2,19/10,2,-,-,9,-,63,2,7,-,37,84%,11,-,-,2,-,1,2,1,-,-,-,-,-,-,-,-,-,-,6.7,3356647
,A. Semenyo,Bournemouth,AMR,,Ghana,89,1,-,-,-,4,1,2/1,1/0,12/4,-,-,-,9,1,44,1,6,-,18,94%,9,2,-,4,1,3,1,4,-,-,-,-,-,-,-,-,-,-,7.3,3356647
,M. Tavernier,Bournemouth,AMC,,England,76,-,1,1,-,1,2,0/0,1/0,6/2,-,-,-,12,-,36,-,2,-,22,82%,13,1,-,1,1,-,-,1,1,4,-,-,-,-,-,-,-,-,6.6,3356647
,D. Ouattara,Bournemouth,AML,,Burkina Faso,61,1,-,-,-,1,-,2/2,2/2,9/5,-,-,-,13,-,28,-,5,-,14,50%,9,1,-,1,1,-,1,7,-,2,-,-,-,-,1,-,-,-,7.3,3356647
,Evanilson,Bournemouth,S,,Brazil,76,1,-,-,-,2,2,0/0,5/0,10/2,1,-,-,5,-,22,-,4,-,14,79%,5,2,-,2,2,-,-,3,-,-,-,-,-,-,-,1,-,-,6.9,3356647
,J. Kluivert,Bournemouth,F,,Netherlands,29,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,5,-,13,-,-,-,9,56%,6,1,-,1,-,1,-,4,-,-,-,-,-,-,-,-,-,-,5.7,3356647
,E. Ünal,Bournemouth,F,,Türkiye,14,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356647
,L. Sinisterra,Bournemouth,F,,Colombia,1,-,-,-,-,1,-,1/0,1/0,3/1,-,-,-,1,-,3,-,1,-,-,-,-,-,-,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,,3356647
,A. Scott,Bournemouth,F,,England,14,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,2,-,10,1,2,-,9,78%,4,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,,3356647
,Alisson,Liverpool,GK,,Brazil,79,-,-,-,-,-,-,0/0,1/1,0/1,1,-,-,8,-,46,-,13,-,31,74%,3,9,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,7.9,3356662
,T. A-Arnold,Liverpool,DR,,England,90,-,-,-,-,1,-,2/2,1/1,5/3,1,-,-,25,-,86,1,4,-,61,70%,21,10,-,2,1,-,-,2,1,5,-,-,-,-,-,-,-,-,7.3,3356662
,I. Konaté,Liverpool,DCR,,France,90,-,-,-,-,2,-,4/2,3/3,9/7,3,-,-,2,-,67,-,1,-,60,97%,5,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.8,3356662
,V. van Dijk,Liverpool,DCL,,Netherlands,90,-,-,-,-,-,-,0/0,9/8,10/9,2,-,-,11,-,119,3,5,-,112,90%,10,13,-,1,-,-,1,1,1,-,-,-,-,-,-,-,-,-,8.1,3356662
,K. Tsimikas,Liverpool,DL,,Greece,79,-,-,-,-,2,1,1/0,1/1,7/4,2,-,-,12,-,97,1,4,-,72,92%,23,6,-,1,-,1,1,-,-,5,-,-,-,-,-,-,-,-,7.0,3356662
,R. Gravenberch,Liverpool,DMCR,,Netherlands,90,-,-,-,-,1,-,0/0,2/2,5/3,-,-,-,10,-,90,2,3,-,79,92%,18,2,-,1,-,1,1,1,1,-,-,-,-,-,-,-,-,-,7.4,3356662
,A. Mac Allister,Liverpool,DMCL,,Argentina,45,-,-,1,-,1,-,1/0,2/2,6/3,-,-,-,4,-,27,-,2,-,23,83%,11,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,6.1,3356662
,M. Salah,Liverpool,AMR,,Egypt,73,-,-,-,-,-,1,0/0,0/0,2/1,1,-,-,7,-,33,-,1,-,22,86%,9,3,-,2,1,1,-,8,-,1,-,-,-,-,-,-,-,-,6.3,3356662
,C. Jones,Liverpool,AMC,,England,89,-,-,-,-,3,1,1/0,3/3,10/6,2,-,-,2,-,58,-,4,-,47,98%,14,1,-,1,-,1,1,1,-,-,-,-,-,-,-,-,-,-,6.6,3356662
,C. Gakpo,Liverpool,AML,,Netherlands,90,-,1,1,-,1,1,3/2,2/2,10/8,2,-,-,12,-,64,3,9,-,46,83%,32,4,-,2,-,-,2,4,1,2,-,-,-,-,-,-,-,-,7.8,3356662
,Diogo Jota,Liverpool,S,,Portugal,90,1,-,-,-,3,3,1/0,8/3,18/7,-,-,-,18,-,43,1,1,-,25,64%,13,-,-,3,1,-,-,6,-,1,-,-,-,-,1,1,-,-,7.0,3356662
,L. Díaz,Liverpool,F,,Colombia,17,-,-,-,-,-,-,0/0,0/0,0/0,1,-,-,4,-,13,-,-,-,9,67%,5,-,-,1,-,1,-,3,-,1,-,-,-,-,-,-,-,-,6.1,3356662
,A. Robertson,Liverpool,D,,Scotland,11,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,5,-,14,1,2,-,11,64%,3,3,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,,3356662
,W. Endō,Liverpool,M,,Japan,1,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,2,-,8,-,1,-,6,83%,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356662
,D. Szoboszlai,Liverpool,M,,Hungary,45,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356662
,V. Jaroš,Liverpool,GK,,Czechia,11,-,-,-,-,-,-,0/0,0/0,0/0,1,-,-,2,-,11,-,3,-,6,67%,3,6,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,,3356662
,D. Henderson,Crystal Palace,GK,,England,90,-,-,-,-,-,-,0/0,0/0,0/0,2,-,-,18,-,38,-,9,-,28,36%,10,19,-,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,6.5,3356662
,M. Lacroix,Crystal Palace,DR,,France,90,-,-,-,-,1,-,0/0,5/3,9/5,4,-,-,12,-,48,1,4,-,34,71%,7,5,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,6.3,3356662
,M. Guéhi,Crystal Palace,DC,,England,90,-,-,-,-,-,4,0/0,3/2,7/6,6,-,-,12,-,63,-,4,-,49,78%,6,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.3,3356662
,T. Chalobah,Crystal Palace,DL,,England,88,-,-,-,-,2,1,1/0,0/0,4/2,1,-,-,2,-,36,2,6,-,25,92%,6,3,-,2,1,-,-,2,-,-,-,-,-,-,-,-,-,-,6.4,3356662
,D. Muñoz,Crystal Palace,MR,,Colombia,17,-,-,-,-,-,-,1/1,0/0,0/2,1,-,-,2,-,6,-,-,-,2,-,1,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,5.5,3356662
,A. Wharton,Crystal Palace,MCR,,England,60,-,-,-,-,-,-,1/0,4/0,6/1,1,-,-,6,-,25,-,5,-,22,77%,7,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.6,3356662
,J. Lerma,Crystal Palace,MCL,,Colombia,90,-,-,1,-,2,3,0/0,4/0,13/3,2,-,-,9,-,44,1,10,-,27,85%,6,4,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.0,3356662
